train_size,train_score_mean,train_score_std,validation_score_mean,validation_score_std
53,0.9493732330943598,0.016897336484191033,0.8672148955456137,0.03601626345255168
106,0.9097873976769023,0.023595309257373936,0.8328125368543149,0.07840128225078181
159,0.9465000418594358,0.0033657752867302902,0.9104810910533329,0.035409490194251936
212,0.9653599588684126,0.005963855137086094,0.9572808919208641,0.009506635344753078
266,0.9648184988614533,0.009478446614286026,0.9550361571687039,0.018491105048831766
